epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,270.378,1.31783,0.90394,1.23925,0.51264,0.69556,0.56834,0.30938,1.62167,1.27033,1.58119,0.003664,0.003664,0.003664
66,274.378,1.28392,0.89352,1.21679,0.66706,0.67534,0.58796,0.31386,1.66072,1.1639,1.58497,0.003565,0.003565,0.003565
67,278.379,1.27667,0.89726,1.23504,0.53241,0.61861,0.53797,0.31451,1.48128,1.29235,1.4897,0.003466,0.003466,0.003466
68,282.399,1.25173,0.8861,1.23048,0.66372,0.61333,0.65104,0.39744,1.5042,1.0715,1.49028,0.003367,0.003367,0.003367
69,286.46,1.24412,0.90542,1.20615,0.62261,0.68659,0.65321,0.37583,1.57428,1.22292,1.51976,0.003268,0.003268,0.003268
70,290.546,1.20799,0.83798,1.18936,0.69912,0.57333,0.6562,0.40152,1.48621,1.09213,1.45661,0.003169,0.003169,0.003169
71,294.592,1.22694,0.83154,1.19477,0.60752,0.67114,0.64717,0.40554,1.47638,1.05671,1.44397,0.00307,0.00307,0.00307
72,298.719,1.21201,0.86523,1.19434,0.62895,0.67418,0.6634,0.39505,1.51832,1.09351,1.46947,0.002971,0.002971,0.002971
73,302.771,1.21983,0.85486,1.20069,0.63576,0.66667,0.62079,0.37682,1.48478,1.13192,1.45331,0.002872,0.002872,0.002872
74,306.823,1.20034,0.8399,1.19373,0.67421,0.60222,0.63308,0.38799,1.50411,1.03387,1.4663,0.002773,0.002773,0.002773
75,310.869,1.21116,0.82145,1.19216,0.64379,0.65989,0.65085,0.37461,1.59033,1.01588,1.52002,0.002674,0.002674,0.002674
76,314.897,1.19766,0.81273,1.18271,0.67742,0.64029,0.69077,0.42185,1.38058,0.94604,1.42706,0.002575,0.002575,0.002575
77,318.98,1.19061,0.81402,1.1762,0.65486,0.71264,0.69993,0.42108,1.41167,0.96482,1.42298,0.002476,0.002476,0.002476
78,323.002,1.21106,0.83525,1.19804,0.62469,0.69556,0.68548,0.42418,1.36375,1.01862,1.37991,0.002377,0.002377,0.002377
79,327.098,1.16269,0.80497,1.14891,0.62723,0.62022,0.66678,0.41813,1.42828,1.09218,1.42514,0.002278,0.002278,0.002278
80,331.134,1.21516,0.81293,1.18693,0.69215,0.68444,0.72206,0.461,1.43191,0.95814,1.39746,0.002179,0.002179,0.002179
81,335.202,1.18958,0.79149,1.19392,0.67994,0.67556,0.68839,0.41477,1.45254,1.029,1.41845,0.00208,0.00208,0.00208
82,339.23,1.13228,0.73255,1.14261,0.59492,0.75778,0.67899,0.4049,1.42431,0.99487,1.40838,0.001981,0.001981,0.001981
83,343.251,1.15568,0.76996,1.15928,0.6961,0.66417,0.68797,0.40179,1.43366,1.00944,1.45031,0.001882,0.001882,0.001882
84,347.298,1.13923,0.76588,1.14342,0.67963,0.70444,0.66913,0.40409,1.49852,1.0694,1.49257,0.001783,0.001783,0.001783
85,351.324,1.16404,0.79951,1.14907,0.59546,0.76222,0.69306,0.4216,1.44657,1.05845,1.44679,0.001684,0.001684,0.001684
86,355.345,1.12277,0.7421,1.13551,0.6968,0.61822,0.67069,0.41055,1.44293,1.07975,1.44902,0.001585,0.001585,0.001585
87,359.361,1.1449,0.76551,1.16097,0.66047,0.65333,0.67335,0.42326,1.38446,1.02799,1.40097,0.001486,0.001486,0.001486
88,363.383,1.15027,0.7468,1.15096,0.77238,0.57778,0.676,0.41025,1.47122,1.06776,1.4506,0.001387,0.001387,0.001387
89,367.438,1.09785,0.70259,1.13385,0.65459,0.65333,0.66683,0.43077,1.37743,1.03213,1.37837,0.001288,0.001288,0.001288
90,371.445,1.14551,0.75639,1.13859,0.72382,0.61031,0.67882,0.42144,1.43933,1.00646,1.42431,0.001189,0.001189,0.001189
91,378.234,1.10353,0.72847,1.17433,0.72353,0.64081,0.68843,0.44778,1.36594,1.01009,1.41554,0.00109,0.00109,0.00109
92,382.376,1.11384,0.6937,1.15248,0.67814,0.68222,0.71518,0.44791,1.41388,0.98065,1.43814,0.000991,0.000991,0.000991
93,386.368,1.09505,0.68316,1.14958,0.74631,0.64904,0.71136,0.43159,1.42619,0.99328,1.44786,0.000892,0.000892,0.000892
94,390.422,1.06764,0.67004,1.14783,0.70824,0.68667,0.70172,0.44812,1.35912,1.01837,1.40825,0.000793,0.000793,0.000793
95,394.447,1.04921,0.63097,1.14258,0.71716,0.67556,0.70041,0.43375,1.40735,1.00268,1.43567,0.000694,0.000694,0.000694
96,398.551,1.04701,0.63995,1.13332,0.78179,0.65225,0.71111,0.44825,1.38519,0.96127,1.4254,0.000595,0.000595,0.000595
97,402.621,1.05769,0.63386,1.13675,0.75537,0.65333,0.71035,0.45941,1.35328,0.96807,1.40335,0.000496,0.000496,0.000496
98,406.745,1.0151,0.61596,1.107,0.7292,0.65903,0.71475,0.459,1.36133,0.97172,1.39905,0.000397,0.000397,0.000397
99,410.742,0.99491,0.60115,1.11663,0.74852,0.65916,0.71545,0.4581,1.37354,0.97692,1.40446,0.000298,0.000298,0.000298
100,414.793,1.00066,0.61002,1.1208,0.76764,0.66306,0.72432,0.46961,1.35299,0.9355,1.39574,0.000199,0.000199,0.000199
